,Blue,Green,Red,NIR,SWIR1,SWIR2
10819,48,41,39,60,40,25
10820,34,28,24,66,41,18
10821,36,28,21,16,11,9
10822,36,36,34,88,82,42
10823,29,21,16,10,4,3
10824,40,31,30,25,14,11
10825,27,19,14,49,22,8
10826,54,50,48,78,51,34
10827,34,27,23,36,36,20
10828,55,51,49,60,42,31
10829,29,19,13,8,3,3
10830,32,25,20,9,4,3
10831,26,20,13,77,24,7
10832,32,27,22,62,32,15
10833,53,46,40,35,28,23
10834,39,34,33,48,45,27
10835,31,27,26,12,5,3
10836,34,26,20,14,10,8
10837,26,21,14,65,27,9
10838,28,23,15,84,38,12
10839,26,20,13,74,36,12
10840,31,27,25,50,48,22
10841,36,31,29,35,22,14
10842,33,27,23,12,3,2
10843,32,27,23,10,3,3
10844,92,82,81,82,36,14
10845,35,27,23,16,9,6
10846,33,29,23,82,48,22
10847,56,50,49,67,48,37
10848,25,19,13,35,19,7
10849,26,18,13,44,23,7
10850,25,18,16,6,1,2
10851,30,23,16,9,6,4
10852,27,23,16,81,41,14
10853,35,28,25,34,29,15
10854,36,30,23,22,13,9
10855,55,51,47,84,47,27
10856,51,44,38,33,27,21
10857,25,15,10,5,2,2
10858,39,34,32,23,17,14
10859,27,20,14,46,18,6
10860,27,19,14,28,13,6
10861,25,18,15,5,2,1
10862,31,24,20,52,29,14
10863,35,30,24,81,47,23
10864,27,17,11,7,4,3
10865,26,23,17,71,45,17
10866,29,24,21,26,11,5
10867,26,19,13,42,20,7
10868,26,24,15,101,51,17
10869,37,29,22,17,13,11
10870,25,18,11,32,14,5
10871,32,27,20,13,9,7
10872,33,26,20,72,25,9
10873,42,36,28,21,15,12
10874,51,46,43,35,32,25
10875,43,39,35,84,59,34
10876,27,26,16,112,49,15
10877,25,17,13,27,12,5
10878,31,26,22,14,6,3
10879,31,26,25,12,4,3
10880,27,27,18,94,48,16
10881,30,28,21,84,53,20
10882,30,25,18,9,3,2
10883,45,37,34,29,25,19
10884,33,26,18,11,7,5
10885,30,21,14,9,6,4
10886,31,25,26,12,5,2
10887,25,20,13,63,31,11
10888,30,21,15,10,8,5
10889,41,36,35,21,9,6
10890,27,24,17,81,49,18
10891,25,16,12,14,12,6
10892,33,27,26,34,30,16
10893,36,33,26,102,54,23
10894,32,25,19,50,22,11
10895,26,19,15,6,1,1
10896,25,16,10,27,10,3
10897,82,75,77,84,46,37
10898,24,14,10,4,1,1
10899,23,16,10,40,18,6
10900,25,17,10,44,20,6
10901,57,52,49,41,44,35
10902,27,19,13,45,14,5
10903,55,50,46,79,44,26
10904,26,17,11,7,3,3
10905,26,15,10,6,3,1
10906,29,23,20,40,32,16
10907,32,28,22,12,6,4
10908,37,26,21,17,12,9
10909,31,24,21,11,4,3
10910,41,36,32,69,39,22
10911,26,22,15,77,47,16
10912,29,23,19,53,32,15
10913,29,21,13,8,4,3
10914,31,22,16,11,8,6
10915,27,18,12,7,4,4
10916,24,16,9,46,16,5
10917,38,34,29,56,31,18
10918,28,19,16,11,5,3
10919,29,25,21,10,4,4
10920,51,50,50,55,38,27
10921,29,21,13,9,6,4
10922,31,30,23,91,61,24
10923,26,18,12,50,20,6
10924,25,19,14,33,11,4
10925,74,67,63,60,46,38
10926,24,18,10,63,18,6
10927,63,57,56,75,39,26
10928,35,30,27,37,26,16
10929,34,27,25,13,4,4
10930,28,26,18,89,47,17
10931,31,21,13,10,6,4
10932,26,18,11,38,17,4
10933,40,36,34,18,10,7
10934,33,24,17,12,8,5
10935,35,26,22,18,16,10
10936,38,34,30,14,6,4
10937,55,50,49,88,64,40
10938,33,27,24,35,19,11
10939,35,30,23,17,13,11
10940,46,37,34,36,24,14
10941,25,19,12,51,18,6
10942,26,18,12,8,5,4
10943,33,24,19,14,9,8
10944,56,47,40,35,24,18
10945,23,15,9,25,8,3
10946,27,22,14,75,29,10
10947,27,18,11,7,4,3
10948,30,20,15,12,7,5
10949,41,34,32,33,23,16
10950,33,25,20,15,13,10
10951,31,24,21,9,3,3
10952,32,25,22,11,5,4
10953,43,36,32,56,29,13
10954,38,30,26,22,23,17
10955,36,31,27,66,35,20
10956,36,28,24,16,18,15
10957,25,21,14,66,33,10
10958,34,28,23,68,38,18
10959,45,41,37,79,44,25
10960,57,53,50,76,56,35
10961,32,24,17,12,10,8
10962,56,50,47,82,44,27
10963,32,23,16,11,8,5
10964,41,37,30,19,13,9
10965,36,28,25,57,23,13
10966,33,26,23,13,9,7
10967,27,20,14,33,17,7
10968,50,45,42,81,57,33
10969,24,21,13,82,45,14
10970,24,19,13,61,30,11
10971,25,18,14,5,2,1
10972,26,23,16,86,46,15
10973,31,27,25,11,6,4
10974,32,24,21,30,34,18
10975,35,27,21,15,11,8
10976,26,21,15,50,32,15
10977,33,24,18,13,8,6
10978,43,38,33,85,49,26
10979,33,30,25,11,4,4
10980,67,61,60,78,40,31
10981,44,39,38,87,46,24
10982,29,19,13,9,5,3
10983,40,35,32,66,51,29
10984,48,41,38,28,17,13
10985,47,44,39,77,41,24
10986,26,20,13,65,26,8
10987,22,14,9,26,10,3
10988,37,30,25,17,13,10
10989,29,19,14,9,8,6
10990,28,18,12,8,4,3
10991,55,50,46,83,44,27
10992,41,32,27,23,19,15
10993,32,30,30,19,8,5
10994,44,39,36,74,47,28
10995,46,38,36,31,28,23
10996,30,23,19,40,28,15
10997,23,14,9,18,5,2
10998,32,23,17,12,9,6
10999,29,23,19,10,5,3
11000,25,20,13,86,39,14
11001,26,25,15,100,46,18
11002,26,22,14,81,39,15
11003,24,19,11,96,37,12
11004,26,21,13,95,39,14
11005,24,20,12,45,18,9
11006,24,21,13,87,37,14
11007,22,19,11,63,21,9
11008,29,25,21,42,19,10
11009,25,24,15,100,46,17
11010,24,21,13,82,36,14
11011,35,34,34,17,8,7
11012,27,21,13,82,33,12
11013,22,18,11,83,30,10
11014,24,20,12,85,36,13
11015,25,21,13,89,32,12
11016,25,20,12,84,32,11
11017,27,25,18,88,41,19
11018,24,19,12,84,34,12
11019,24,19,11,83,35,12
11020,24,20,13,70,37,15
11021,26,22,15,68,42,18
11022,25,18,10,84,32,11
11023,37,37,39,21,13,10
11024,23,18,11,62,23,8
11025,26,22,14,89,36,13
11026,30,27,25,16,6,4
11027,22,18,10,86,36,12
11028,26,22,16,61,40,18
11029,25,22,13,91,36,12
11030,35,34,32,19,12,9
11031,24,21,13,83,35,13
11032,26,22,15,67,35,15
11033,24,19,11,82,35,12
11034,23,18,12,55,17,8
11035,27,24,16,79,45,18
11036,37,36,38,22,12,9
11037,24,20,13,86,29,10
11038,23,18,10,81,32,11
11039,28,23,17,67,42,19
11040,26,22,15,59,35,15
11041,32,29,30,15,5,3
11042,25,22,15,62,36,16
11043,24,19,13,94,34,12
11044,27,19,15,12,6,4
11045,25,21,12,102,36,12
11046,26,23,15,80,42,16
11047,26,22,13,81,33,12
11048,25,23,13,94,43,15
11049,25,21,13,96,39,14
11050,25,22,12,95,38,14
11051,26,20,12,88,37,13
11052,24,19,12,86,37,13
11053,24,19,12,55,22,8
11054,36,37,39,21,8,6
11055,35,35,36,23,8,6
11056,24,19,11,53,17,7
11057,24,20,12,87,36,12
11058,24,20,13,92,39,14
11059,26,24,15,91,43,17
11060,22,18,10,75,28,10
11061,26,23,14,92,39,14
11062,24,20,11,91,32,11
11063,26,25,15,101,41,15
11064,24,20,12,86,36,14
11065,25,20,13,77,32,14
11066,25,19,12,76,32,11
11067,33,31,29,24,12,8
11068,25,22,13,85,38,15
11069,24,20,12,98,37,13
11070,24,19,11,81,33,12
11071,34,35,32,15,11,8
11072,23,18,11,77,33,12
11073,23,18,12,85,29,10
11074,25,20,13,92,39,14
11075,23,21,12,90,40,15
11076,26,21,13,94,37,14
11077,37,36,35,21,10,8
11078,25,20,12,81,36,12
11079,24,21,13,80,38,14
11080,25,21,12,97,36,12
11081,25,21,14,70,34,13
11082,24,21,12,96,44,15
11083,23,20,12,75,30,12
11084,26,22,15,62,30,13
11085,25,19,12,68,28,10
11086,23,20,11,95,34,12
11087,25,20,14,74,39,16
11088,24,21,12,80,34,12
11089,24,23,13,88,40,15
11090,22,17,10,48,14,5
11091,24,18,12,85,30,10
11092,31,29,28,18,9,6
11093,22,18,11,87,31,10
11094,23,18,11,87,31,10
11095,25,23,15,88,41,17
11096,23,19,11,97,36,13
11097,24,21,14,61,36,15
11098,24,21,13,95,32,11
11099,25,21,14,90,40,15
11100,33,30,28,18,6,4
11101,25,19,12,57,20,8
11102,23,19,11,90,34,12
11103,38,36,35,21,14,11
11104,25,19,14,46,26,11
11105,24,20,13,92,32,11
11106,24,20,12,81,39,15
11107,24,19,12,90,34,12
11108,26,20,13,89,32,10
11109,24,22,14,98,32,10
11110,26,21,14,74,36,14
11111,25,22,14,91,40,14
11112,26,22,14,79,36,15
11113,24,19,12,95,37,12
11114,24,21,12,87,27,9
11115,27,23,18,59,31,14
11116,25,22,13,92,38,14
11117,24,20,12,87,35,12
11118,35,35,37,20,7,5
11119,26,21,13,95,41,14
11120,25,22,14,89,41,16
11121,24,23,13,106,42,15
11122,24,20,12,80,28,12
11123,23,19,11,103,34,11
11124,26,22,13,80,33,13
11125,27,26,17,69,35,15
11126,24,22,14,86,42,15
11127,24,20,12,91,38,13
11128,24,19,12,91,34,12
11129,26,23,14,88,34,14
11130,23,19,11,87,31,11
11131,33,31,28,16,11,9
11132,26,18,12,32,12,5
11133,24,21,13,98,42,15
11134,22,19,11,94,33,11
11135,23,19,11,88,32,10
11136,24,20,13,87,37,14
11137,26,22,15,69,27,13
11138,23,20,11,86,32,10
11139,23,17,11,69,21,7
11140,25,23,16,59,23,10
11141,24,20,12,84,35,13
11142,24,21,13,93,41,15
11143,23,22,13,86,42,16
11144,24,20,12,85,30,10
11145,24,20,13,76,29,11
11146,24,21,13,103,45,16
11147,31,28,24,18,9,5
11148,29,24,20,43,21,13
11149,38,36,38,25,14,9
11150,23,19,11,83,31,11
11151,27,23,16,53,21,9
11152,25,20,12,96,36,12
11153,33,33,30,16,7,5
11154,24,21,13,72,35,14
11155,23,19,11,98,36,12
11156,24,21,13,101,37,13
11157,24,19,12,83,34,12
11158,32,28,22,14,10,8
11159,24,20,12,96,39,13
11160,25,22,13,105,42,15
11161,23,19,11,86,33,12
11162,36,36,37,23,13,10
11163,24,19,12,78,31,11
11164,37,37,33,18,12,9
11165,26,21,14,60,22,9
11166,34,31,30,22,10,7
11167,23,19,12,82,28,10
11168,26,20,12,77,39,15
11169,23,18,10,74,30,10
11170,24,21,12,95,39,14
11171,33,32,32,17,7,4
11172,33,32,30,16,11,9
11173,24,20,13,80,28,9
11174,26,22,15,74,30,13
11175,24,19,12,92,40,14
11176,36,34,36,18,11,8
11177,23,20,12,98,33,11
11178,23,19,11,86,32,10
11179,25,21,13,81,34,12
11180,23,20,12,92,40,14
11181,25,18,11,51,18,6
11182,24,19,12,52,27,13
11183,35,35,37,22,12,9
11184,24,23,13,95,43,16
11185,36,34,35,20,14,11
11186,24,20,11,99,40,14
11187,24,22,12,104,40,13
11188,28,23,17,65,49,22
11189,24,20,12,89,35,12
11190,36,36,38,20,8,6
11191,24,20,13,63,37,15
11192,34,34,34,18,5,3
11193,25,21,13,99,42,15
11194,32,30,30,13,6,5
11195,25,21,13,99,37,13
11196,24,20,12,91,34,11
11197,23,19,12,76,29,11
11198,38,38,40,22,11,8
11199,37,38,39,19,10,7
11200,24,20,12,95,38,13
11201,27,22,14,86,34,12
11202,30,29,29,17,9,6
11203,22,16,10,51,16,6
11204,24,19,12,73,32,13
11205,34,32,33,19,8,6
11206,26,22,14,93,29,10
11207,24,21,13,83,33,12
11208,32,30,32,17,6,4
11209,29,22,16,83,33,12
11210,24,20,12,95,37,13
11211,25,22,15,78,27,9
11212,23,19,12,90,36,12
11213,25,22,15,81,43,16
11214,34,34,33,16,8,6
11215,23,19,12,80,31,11
11216,24,20,12,108,38,13
11217,27,24,18,73,55,27
11218,27,25,17,92,46,19
11219,25,21,12,86,36,13
11220,26,24,14,78,32,12
11221,24,20,13,87,38,14
11222,24,19,12,89,31,10
11223,36,37,39,19,6,4
11224,29,26,17,83,49,20
11225,26,22,14,92,44,16
11226,24,20,12,92,34,11
11227,24,19,11,80,27,9
11228,25,21,13,82,40,15
11229,23,21,12,111,42,14
11230,33,32,32,18,10,7
11231,24,20,13,81,31,12
11232,39,37,36,22,14,11
11233,25,21,13,90,34,12
11234,24,20,12,90,33,11
11235,25,22,14,89,37,14
11236,35,35,33,19,10,7
11237,25,22,14,74,40,15
11238,23,19,11,95,36,12
11239,24,20,12,83,35,13
11240,24,20,12,88,35,12
11241,24,19,11,92,39,15
11242,25,22,14,86,33,11
11243,26,22,14,91,40,15
11244,32,29,29,15,8,6
11245,26,23,13,117,44,15
11246,24,20,12,88,37,13
11247,26,20,14,38,22,12
11248,27,24,16,79,39,18
11249,24,21,12,84,37,13
11250,24,19,11,79,30,11
11251,24,21,13,54,30,13
11252,23,19,12,87,32,11
11253,34,30,30,17,10,7
11254,26,20,12,103,38,12
11255,24,21,12,91,39,14
11256,36,35,36,18,9,7
11257,23,18,11,69,25,9
11258,23,17,10,61,24,8
11259,35,36,38,17,8,6
11260,22,18,11,83,31,11
11261,23,19,11,81,33,11
11262,25,20,12,77,32,12
11263,25,21,14,44,22,10
11264,27,22,14,77,29,10
11265,25,23,14,93,40,15
11266,23,19,13,76,29,10
11267,24,19,12,75,33,12
11268,33,31,30,21,10,6
11269,33,31,31,18,9,7
11270,24,19,13,77,33,11
11271,25,20,13,75,33,13
11272,23,19,11,82,32,11
11273,26,24,16,73,30,12
11274,36,37,34,20,13,9
11275,26,21,14,80,33,11
11276,23,20,13,81,38,14
11277,35,35,36,19,11,8
11278,23,20,12,105,37,13
11279,25,22,15,72,38,15
11280,27,23,17,57,39,19
11281,26,21,13,80,40,15
11282,23,23,13,103,44,16
11283,24,20,12,93,39,13
11284,24,19,12,94,31,11
11285,23,19,11,111,35,11
11286,24,21,13,103,39,14
11287,23,20,12,94,36,12
11288,25,20,13,87,32,11
11289,36,36,36,19,9,7
11290,26,22,14,94,37,13
11291,28,24,19,44,15,8
11292,34,34,33,18,14,11
11293,25,20,12,81,31,11
11294,25,19,12,84,33,12
11295,25,19,12,85,29,11
11296,25,24,13,97,42,16
11297,26,20,12,96,38,13
11298,33,31,33,18,7,5
11299,23,18,11,95,35,12
11300,25,21,13,85,43,16
11301,24,19,12,75,33,12
11302,38,37,37,23,14,10
11303,26,21,13,92,37,12
11304,24,21,12,85,30,10
11305,29,23,18,50,29,14
11306,26,23,15,100,41,15
11307,26,23,15,83,40,17
11308,25,20,12,95,40,14
11309,27,26,17,85,48,18
11310,24,19,11,87,32,10
11311,26,24,15,74,35,13
11312,37,34,34,27,15,9
11313,26,27,17,105,42,16
11314,27,23,16,79,35,13
11315,26,24,17,59,24,12
11316,23,20,12,89,34,12
11317,26,22,16,65,40,16
11318,25,24,15,85,41,17
11319,25,23,14,70,36,14
11320,27,22,15,84,43,15
11321,26,23,16,73,31,12
11322,25,20,13,74,27,10
11323,25,20,13,84,34,12
11324,24,20,12,95,36,13
11325,24,20,12,92,37,14
11326,23,20,12,71,24,10
11327,25,20,12,78,31,12
11328,27,21,14,97,43,15
11329,38,36,32,21,11,8
11330,24,20,13,79,35,13
11331,24,21,12,96,37,13
11332,25,20,12,85,34,13
11333,24,21,13,107,46,16
11334,25,22,13,83,35,13
11335,38,37,39,22,14,11
11336,25,23,15,94,44,16
11337,26,23,14,102,43,16
11338,26,23,14,90,37,14
11339,25,21,12,95,35,12
11340,25,20,12,91,35,12
11341,25,21,13,84,34,12
11342,24,21,12,83,35,12
11343,25,19,14,57,32,15
11344,36,35,37,21,10,8
11345,24,20,12,87,30,10
11346,23,19,11,91,32,11
11347,33,29,30,17,9,7
11348,25,23,14,99,41,16
11349,27,25,18,85,47,21
11350,25,21,12,89,34,11
11351,38,37,40,24,14,11
11352,23,21,12,87,42,16
11353,25,22,14,93,37,14
11354,22,17,10,59,22,7
11355,24,20,12,93,36,12
11356,23,18,11,84,29,10
11357,32,29,25,23,12,6
11358,25,20,13,81,34,13
11359,36,33,33,21,12,9
11360,24,20,13,86,38,15
11361,27,24,18,71,42,19
11362,37,37,37,22,12,9
11363,23,19,11,83,31,10
11364,24,19,11,93,33,11
11365,24,20,12,85,31,13
11366,26,23,15,72,33,13
11367,24,20,13,97,39,14
11368,23,18,11,92,30,10
11369,39,38,38,22,12,9
11370,22,18,10,45,16,8
11371,24,20,12,89,36,12
11372,24,20,12,104,36,12
11373,34,34,31,20,10,7
11374,36,34,36,19,8,6
11375,24,18,12,70,33,11
11376,24,19,12,55,29,11
11377,25,21,13,77,37,13
11378,25,21,13,74,33,12
11379,23,19,11,82,32,10
11380,34,34,33,19,7,5
11381,24,20,12,75,31,12
11382,24,19,12,84,31,11
11383,24,19,13,60,25,10
11384,28,26,17,104,53,22
11385,24,20,12,89,37,13
11386,35,33,32,19,14,11
11387,27,20,15,29,14,8
11388,24,22,13,93,43,15
11389,26,23,16,86,44,18
11390,24,18,10,84,29,10
11391,25,21,14,81,44,16
11392,36,37,37,20,12,9
11393,26,20,13,96,38,13
11394,23,19,12,77,35,12
11395,24,20,12,93,34,12
11396,25,21,13,77,38,15
11397,25,21,14,61,41,17
11398,23,19,11,86,38,14
11399,39,39,40,27,17,13
11400,25,21,14,88,33,12
11401,23,21,13,104,35,12
11402,25,22,14,91,41,15
11403,24,20,12,61,27,12
11404,24,21,12,83,38,13
11405,24,20,12,96,35,12
11406,26,21,14,83,38,15
11407,25,19,12,85,37,13
11408,31,28,28,18,6,3
11409,23,20,11,81,29,12
11410,26,20,13,65,31,13
11411,23,19,11,63,21,8
11412,25,21,13,74,37,14
11413,38,33,34,24,14,10
11414,26,26,16,79,37,15
11415,24,20,13,69,26,11
11416,23,20,12,88,34,11
11417,25,21,13,100,38,13
11418,35,35,33,17,9,7
11419,37,35,33,20,7,5
11420,25,23,13,92,42,15
11421,24,18,12,64,26,9
11422,22,19,10,100,34,11
11423,24,20,12,69,24,9
11424,26,23,14,92,40,15
11425,25,21,15,57,24,11
11426,25,21,13,93,42,15
11427,26,19,13,74,36,13
11428,24,22,13,84,36,14
11429,28,20,16,19,10,6
11430,27,24,16,63,30,12
11431,25,22,13,94,44,16
11432,25,19,12,94,37,13
11433,25,21,13,82,39,15
11434,24,19,12,57,24,9
11435,25,20,13,42,19,10
11436,33,31,30,17,5,4
11437,26,23,13,101,46,16
11438,24,20,12,50,24,9
11439,23,18,11,91,31,11
11440,24,21,13,83,36,15
11441,24,18,11,94,37,13
11442,38,37,37,22,16,12
11443,24,20,12,94,40,13
11444,25,22,13,80,42,17
11445,25,19,12,84,31,11
11446,25,23,14,102,41,14
11447,25,22,13,97,41,15
11448,25,20,12,95,38,14
11449,31,30,28,17,9,6
11450,25,20,13,74,38,15
11451,26,20,13,91,36,13
11452,33,30,30,14,5,4
11453,27,24,17,63,33,17
11454,26,23,14,86,37,14
11455,26,22,17,46,26,11
11456,27,22,16,43,19,9
11457,35,34,34,18,11,8
11458,26,24,16,80,36,14
11459,24,21,12,106,38,14
11460,39,37,36,22,13,11
11461,25,22,13,96,42,16
11462,23,19,11,85,34,12
11463,27,27,18,62,28,12
11464,26,25,16,100,46,17
11465,25,23,14,96,38,13
11466,37,33,34,20,13,10
11467,28,28,17,98,42,17
11468,37,36,39,29,11,8
11469,34,34,35,16,7,5
11470,24,19,11,80,34,12
11471,37,39,40,24,13,10
11472,23,20,11,89,35,12
11473,25,20,13,86,35,13
11474,24,19,12,86,33,11
11475,23,18,11,73,26,9
11476,22,17,11,80,29,10
11477,32,31,31,19,6,4
11478,27,23,15,91,39,15
11479,23,18,10,80,27,10
11480,26,23,16,80,33,13
11481,27,25,17,97,46,20
11482,24,20,14,43,17,8
11483,24,21,13,88,31,11
11484,24,20,11,104,42,15
11485,31,29,29,14,5,3
11486,26,21,15,64,31,13
11487,24,19,11,87,33,11
11488,25,20,13,81,35,14
11489,26,22,16,65,39,16
11490,23,21,13,97,37,13
11491,25,22,14,87,41,17
11492,23,17,10,47,21,7
11493,24,23,13,102,45,17
11494,36,36,34,18,13,10
11495,26,22,13,101,43,15
11496,23,20,12,100,39,13
11497,23,20,12,101,36,12
11498,26,23,16,85,40,16
11499,24,21,12,89,37,12
11500,26,24,18,78,41,17
11501,26,21,13,93,38,14
11502,34,31,33,17,9,6
11503,24,22,13,88,36,15
11504,27,24,15,89,38,13
11505,35,35,35,19,12,9
11506,25,20,12,95,38,13
11507,25,21,12,97,40,15
11508,24,19,11,95,37,14
11509,27,23,16,76,42,18
11510,26,23,15,105,42,16
11511,26,22,14,80,29,10
11512,23,19,11,97,32,10
11513,25,18,11,46,18,6
11514,25,24,15,71,37,14
11515,23,18,10,89,38,13
11516,26,22,12,115,47,16
11517,25,22,15,76,37,14
11518,23,18,11,77,32,12
11519,23,20,11,98,36,13
11520,23,18,11,78,28,10
11521,26,23,14,88,37,13
11522,35,32,32,14,7,5
11523,24,20,11,104,40,15
11524,26,22,14,46,25,12
11525,27,24,17,86,45,18
11526,33,28,24,15,11,8
11527,24,21,12,103,34,12
11528,27,22,15,89,37,14
11529,24,19,12,91,32,11
11530,26,22,15,79,40,15
11531,34,33,33,17,8,6
11532,37,38,39,22,13,10
11533,23,19,11,89,32,11
11534,26,21,13,103,42,15
11535,25,19,14,46,23,10
11536,25,21,13,68,33,14
11537,25,19,12,85,34,12
11538,24,19,12,86,36,13
11539,22,18,10,86,30,10
11540,23,19,11,94,36,12
11541,25,19,12,80,31,10
11542,32,27,26,23,11,8
11543,30,28,26,17,10,5
11544,25,20,12,85,32,11
11545,25,22,14,100,37,13
11546,24,19,11,100,35,12
11547,32,26,23,13,9,7
11548,26,20,13,94,32,11
11549,25,20,13,92,42,15
11550,23,19,11,90,31,10
11551,25,21,13,91,38,13
11552,25,21,14,68,31,12
11553,36,37,38,19,8,6
11554,25,23,13,86,41,15
11555,26,20,14,45,35,15
11556,22,18,10,86,29,9
11557,24,20,13,89,33,12
11558,25,22,13,91,34,13
11559,24,19,12,94,38,13
11560,37,37,40,24,16,12
11561,26,21,13,85,36,13
11562,36,37,40,21,8,6
11563,35,34,35,26,14,9
11564,25,22,13,72,35,14
11565,35,34,34,16,10,7
11566,24,20,12,62,29,12
11567,24,21,12,97,33,12
11568,24,18,13,48,21,9
11569,25,19,11,64,26,11
11570,37,37,38,23,11,8
11571,25,19,12,84,27,9
11572,36,36,38,20,12,9
11573,23,19,11,83,36,14
11574,23,20,11,97,35,12
11575,24,19,12,56,28,13
11576,35,34,34,20,8,6
11577,35,34,32,21,13,9
11578,35,36,38,22,11,8
11579,25,21,13,85,40,15
11580,24,19,12,90,32,11
11581,26,24,14,106,41,15
11582,25,21,13,97,37,14
11583,35,34,34,16,9,7
11584,25,19,12,66,25,10
11585,24,20,12,86,34,12
11586,24,20,12,83,32,12
11587,30,25,20,15,12,9
11588,23,20,12,92,36,12
11589,25,20,13,82,32,11
11590,25,26,15,116,53,21
11591,25,24,15,91,36,14
11592,22,19,12,76,29,10
11593,34,32,30,23,13,9
11594,26,23,15,81,34,15
11595,24,21,13,87,37,14
11596,24,20,12,96,35,12
11597,24,20,12,96,36,12
11598,23,19,11,95,35,12
11599,38,37,36,23,15,11
11600,24,21,12,86,33,13
11601,24,19,12,76,27,10
11602,38,35,34,20,14,10
11603,32,31,31,16,6,4
11604,25,21,13,85,32,12
11605,23,19,12,71,39,16
11606,25,21,13,92,39,13
11607,37,38,41,26,10,7
11608,25,19,12,89,37,13
11609,35,35,36,21,13,10
11610,24,20,12,72,24,8
11611,24,22,13,91,43,15
11612,27,23,17,55,36,17
11613,24,20,12,80,43,15
11614,26,21,14,81,33,11
11615,38,36,38,21,15,11
11616,25,20,13,71,33,13
11617,35,36,35,17,8,6
11618,31,28,23,18,8,5
11619,33,30,29,16,5,4
11620,23,20,13,93,35,13
11621,25,22,14,82,39,15
11622,27,25,16,88,45,20
11623,24,24,13,100,48,18
11624,36,37,36,18,10,8
11625,25,23,13,79,25,10
11626,25,21,13,95,42,15
11627,24,19,12,64,21,8
11628,23,18,11,39,13,6
11629,24,20,13,73,38,15
11630,23,18,11,81,34,12
11631,39,37,36,26,16,11
11632,23,18,12,83,31,11
11633,24,20,12,83,36,13
11634,24,18,12,75,29,11
11635,24,19,12,79,31,11
11636,23,19,12,94,33,12
11637,26,21,14,75,37,14
11638,23,19,11,81,30,10
11639,26,22,14,77,34,13
11640,23,21,12,93,33,11
11641,24,22,13,93,39,15
11642,26,20,13,90,36,13
11643,25,22,13,96,43,17
11644,24,19,12,94,35,12
11645,36,37,42,21,10,7
11646,25,21,14,83,41,17
11647,26,21,14,93,41,16
11648,25,21,13,82,29,11
11649,35,34,32,20,9,6
11650,25,22,14,92,34,13
11651,26,21,13,78,36,13
11652,25,21,13,89,39,13
11653,34,33,33,17,8,6
11654,24,20,13,85,33,12
11655,27,25,17,82,41,17
11656,24,18,11,60,19,8
11657,32,29,28,17,6,4
11658,24,20,12,92,30,10
11659,36,36,37,19,10,7
11660,24,20,12,96,35,12
11661,24,20,10,118,40,14
11662,32,30,29,21,8,5
11663,24,18,11,79,28,9
11664,26,22,15,67,30,11
11665,25,21,12,86,40,14
11666,23,20,11,94,36,12
11667,24,20,12,86,33,12
11668,27,23,16,60,31,13
11669,29,24,19,59,44,22
11670,25,22,14,84,39,15
11671,23,18,11,77,28,10
11672,24,20,13,87,36,13
11673,24,20,12,81,30,10
11674,35,33,29,23,10,7
11675,40,40,41,24,13,10
11676,24,19,12,88,33,12
11677,26,21,13,98,41,15
11678,23,18,11,85,33,12
11679,24,22,13,97,36,13
11680,24,20,11,94,38,14
11681,38,37,37,20,13,10
11682,25,22,14,53,22,8
11683,23,16,10,36,14,7
11684,36,36,37,18,9,7
11685,24,20,13,61,29,10
11686,24,21,12,87,34,14
11687,28,26,23,13,4,3
11688,34,32,29,21,11,7
11689,25,23,14,92,39,16
11690,25,21,14,62,32,13
11691,34,34,29,16,12,9
11692,24,19,11,100,31,10
11693,32,32,30,13,5,3
11694,25,19,12,86,30,10
11695,32,30,27,18,9,6
11696,25,22,13,102,42,14
11697,35,33,33,18,7,5
11698,24,18,11,77,31,11
11699,37,37,37,23,13,10
11700,24,20,12,86,31,10
11701,25,22,13,72,34,11
11702,25,20,13,88,32,10
11703,31,29,28,21,11,8
11704,23,20,12,84,32,12
11705,35,32,28,16,11,8
11706,25,22,14,96,39,13
11707,24,20,12,83,29,10
11708,26,23,17,76,40,16
11709,24,19,11,65,25,9
11710,35,34,35,20,12,9
11711,26,23,14,92,39,15
11712,26,21,14,100,37,13
11713,35,34,33,18,8,6
11714,24,19,12,78,33,12
11715,26,26,15,95,46,19
11716,24,20,12,84,40,15
11717,26,21,15,62,34,14
11718,24,19,12,70,28,10
11719,24,20,13,87,34,12
11720,25,20,12,92,37,13
11721,24,22,14,99,40,14
11722,30,31,33,31,14,7
11723,23,20,12,81,31,11
11724,25,22,13,93,38,14
11725,23,18,11,81,24,8
11726,28,24,17,79,35,19
11727,25,19,12,70,33,12
11728,37,37,36,21,14,10
11729,24,21,13,88,39,14
11730,30,27,27,18,7,4
11731,23,18,11,93,34,11
11732,24,18,12,88,34,11
11733,36,36,40,24,10,7
11734,25,21,13,91,34,12
11735,24,20,12,86,30,11
11736,26,24,14,91,47,19
11737,23,20,12,88,30,10
11738,25,21,13,86,38,14
11739,24,20,12,89,40,15
11740,25,22,13,93,37,14
11741,27,23,15,77,35,13
11742,23,17,10,48,17,6
11743,37,37,35,24,9,7
11744,24,20,13,57,25,10
11745,34,33,31,17,8,5
11746,39,38,39,22,14,10
11747,25,22,13,82,39,13
11748,24,21,13,88,44,16
11749,24,20,13,70,28,10
